Code,Name,Lat,Lon,region1,region2
KCS,Kings Creek Station,-24.383333,131.683333,Australia,Australia
KCT,Koggala,,,Sri Lanka,Sri Lanka
KCU,Masindi,1.683333,31.716667,Uganda,Uganda
KCZ,Kochi Airport ,33.547364,133.674254,Japan,Japan
KDA,Kolda,12.898508,-14.968111,Senegal,Senegal
KDB,Kambalda,-31.2,121.666667,Australia,Australia
KDC,Kandi,11.133333,2.933333,Benin,Benin
KDD,Khuzdar,27.7933,66.6466,Pakistan,Pakistan
KDE,Koroba,-5.683333,142.733333,Papua New Guinea,Papua New Guinea
KDG,Kardjali,41.616667,25.333333,Bulgaria,Bulgaria
KDH,Kandahar,31.5159,65.8412,Afghanistan,Afghanistan
KDI,Wolter Monginsidi ,-4.08329,122.4166,Indonesia,Indonesia
KDJ,N Djole,-0.25,10.75,Gabon,Gabon
KDK,Kodiak Municipal Airport,57.805917,-152.373841,United States,United States
KDL,Kardla,58.989166,22.837434,Estonia,Estonia
KDM,Kaadadhdhoo Airport,0.482148,72.994343,Maldives,Maldives
KDN,N'Dende,-2.5,11.166667,Gabon,Gabon
KDO,Kadhdhoo Airport,1.872628,73.52688,Maldives,Maldives
KDP,Kandep,-5.866667,143.5,Papua New Guinea,Papua New Guinea
KDR,Kandrian,-6.216667,149.55,Papua New Guinea,Papua New Guinea
KDS,Kamaran Downs,-24.333333,139.166667,Australia,Australia
KDU,Skardu,,,Pakistan,Pakistan
KDV,Kandavu Airport ,-19.05,178.216667,Fiji,Fiji
KEA,Keisah,-7.666667,140.5,Indonesia,Indonesia
KEB,English Bay Airport,59.351545,-151.920578,United States,United States
KEC,Kasenga,-10.347538,28.618317,Democratic Republic of Congo,Democratic Republic of Congo
KED,Kaedi,16.160583,-13.508417,Mauritania,Mauritania
KEE,Kelle,,,Republic of  Congo,Republic of  Congo
KEF,Keflavik Int'l airport ,63.985279,-22.604166,Iceland,Iceland
KEG,Keglsugl,-5.79989,145.0836,Papua New Guinea,Papua New Guinea
KEH,Seattle/Tacoma Kenmore,47.754822,-122.259293,United States,United States
KEI,Kepi,-6.666667,139.383333,Indonesia,Indonesia
KEJ,Kemerovo Airport ,,,Russian Federation,Russian Federation
KEK,Ekwok Airport,59.353996,-157.474411,United States,United States
KEL,Holtenau ,54.379806,10.144068,Germany,Germany
KEM,Kemi Airport ,65.778563,24.581401,Finland,Finland
KEN,Kenema,7.8943,-11.1707,Republic of Sierra Leone,Republic of Sierra Leone
KEO,Odienne,9.55,-7.566667,Ivory Coast,Ivory Coast
KEP,Nepalganj,28.101667,81.669998,Nepal,Nepal
KEQ,Kebar,-0.633333,133.116667,Indonesia,Indonesia
KER,Kerman,30.25,56.95,Iran,Iran
KES,Kelsey,56.25,-96.966667,Canada,Canada
KET,Kengtung,21.2933,99.6293,Myanmar,Myanmar
KEV,Kuorevesi Halli,61.855915,24.786777,Finland,Finland
KEX,Kanabea,-7.766667,145.9,Papua New Guinea,Papua New Guinea
KEY,Kericho,-0.41376,35.251595,Kenya,Kenya
KFA,Kiffa,16.5889,-11.4053,Mauritania,Mauritania
KFF,Farranfore Kerry,,,Ireland,Ireland
KFG,Kalkurung,-17.427613,130.809485,Australia,Australia
KFP,False Pass Airport ,54.847446,-163.410324,United States,United States
KGA,Kananga,-5.90054,22.47673,Democratic Republic of Congo,Democratic Republic of Congo
KGB,Konge,-6.149044,147.639111,Papua New Guinea,Papua New Guinea
KGC,Kingscote Airport ,-35.711337,137.52398,Australia,Australia
KGD,Kaliningrad Airport ,,,Russian Federation,Russian Federation
KGE,Kagau,,,Solomon Islands,Solomon Islands
KGF,Karaganda,49.670834,73.333336,Kazakhstan,Kazakhstan
KGG,Kedougou,12.575042,-12.221245,Senegal,Senegal
KGH,Yongai,-8.583333,147.5,Papua New Guinea,Papua New Guinea
KGI,Kalgoorlie Airport ,-30.789564,121.461042,Australia,Australia
KGJ,Karonga,-9.95,33.8833,Malawi,Malawi
KGK,New Koliganek Airport ,,,United States,United States
KGL,Gregoire Kayibanda ,-1.9666,30.1333,Rwanda,Rwanda
KGN,Kasongo/Lunda,-4.532329,26.616032,Democratic Republic of Congo,Democratic Republic of Congo
KGO,Kirovograd,48.55843,32.270111,Ukraine,Ukraine
KGP,Kogalym International,,,Russian Federation,Russian Federation
KGR,Kulgera,-25.833333,133.5,Australia,Australia
KGS,Kos Airport ,36.794445,27.09111,Greece,Greece
KGU,Keningau,5.366667,116.166667,Malaysia,Malaysia
KGW,Kagi,-9.05,146.833333,Papua New Guinea,Papua New Guinea
KGX,Grayling,62.894632,-160.068149,United States,United States
KGY,Kingaroy,-26.582586,151.841012,Australia,Australia
KGZ,Glacier Creek,61.455135,-142.380951,United States,United States
KHA,Khanek,36.7333,45.15,Iran,Iran
KHC,Kerch,,,Ukraine,Ukraine
KHD,Khorramabad,33.432777,48.290001,Iran,Iran
KHE,Kherson,46.633333,32.933333,Ukraine,Ukraine
KHG,Kashi,39.540279,76.015556,China,China
KHH,Taiwan International Airport ,,,Taiwan,Taiwan
KHI,Quaid-E-Azam Intl ,24.9,67.15,Pakistan,Pakistan
KHJ,Kauhajoki,62.463501,22.391556,Finland,Finland
KHK,Khark,29.259167,50.323891,Iran,Iran
KHL,Khulna,22.8,89.55,Bangladesch,Bangladesch
KHM,Khamti,26,95.7,Myanmar,Myanmar
KHN,Nanchang Airport ,,,China,China
KHO,Khoka Moya,-24.583333,31.416667,South Africa,South Africa
KHR,Kharkhorin,47.237419,102.823643,Mongolia,Mongolia
KHS,Khasab,26.1716,56.24,Oman,Oman
KHT,Khost,33.3348,69.9294,Afghanistan,Afghanistan
KHU,Kremenchug,49.143101,33.487579,Ukraine,Ukraine
KHV,Novyy ,,,Russian Federation,Russian Federation
KHW,Khwai River Lodge,-19.14755,23.77999,Botswana,Botswana
KHY,Khoy,,,Iran,Iran
KIA,Kaiapit,-6.27499,146.2667,Papua New Guinea,Papua New Guinea
KIB,Ivanoff Bay,55.898399,-159.473434,United States,United States
KIC,King City,36.225004,-121.117509,United States,United States
KID,Kristianstad,55.919848,14.089572,Sweden,Sweden
KIE,Kieta Aropa,-6.309182,155.724793,Papua New Guinea,Papua New Guinea
KIF,Kingfisher Lake,53.033333,-89.833333,Canada,Canada
KIG,Koingnaas,-30.2,17.266667,South Africa,South Africa
KIH,Kish Island,26.525278,53.981945,Iran,Iran
KIJ,Niigata Airport ,37.9522,139.113,Japan,Japan
KIK,Kirkuk,35.470833,44.348888,Iraq,Iraq
KIL,Kilwa,-9.288826,28.339548,Democratic Republic of Congo,Democratic Republic of Congo
KIM,Kimberley Airport ,-28.7985,24.7669,South Africa,South Africa
KIN,Norman Manley ,,,Jamaica,Jamaica
KIO,Kili,,,Marshall Islands,Marshall Islands
KIP,Wichita Falls Kickapoo,33.860699,-98.490327,United States,United States
KIQ,Kira,-7.633333,147.083333,Papua New Guinea,Papua New Guinea
KIR,Kerry County,52.181497,-9.53658,Ireland,Ireland
KIS,Kisumu Airport ,-0.0833,34.7333,Kenya,Kenya
KIT,Kithira,36.270279,23.017221,Greece,Greece
KIU,Kiunga,-1.75,41.483333,Kenya,Kenya
KIV,Chisinau Airport ,46.935392,28.934943,Moldova,Moldova
KIW,Kitwe,-12.901667,28.149723,Zambia,Zambia
KIX,Kansai International Airport ,34.434888,135.244393,Japan,Japan
KIY,Kilwa,,,Tanzania,Tanzania
KIZ,Kikinonda,-8.65,147.916667,Papua New Guinea,Papua New Guinea
KJA,Krasnoyarsk Yemelyanovo,,,Russian Federation,Russian Federation
KJP,Kerama,,,Japan,Japan
KJU,Kamiraba,-2.885981,151.24894,Papua New Guinea,Papua New Guinea
KKA,Koyuk Airport,64.934044,-161.158142,United States,United States
KKB,Kitoi,58.190582,-152.375076,United States,United States
KKC,Khon Kaen Airport ,16.466667,102.78833,Thailand,Thailand
KKD,Kokoda,-8.88749,147.7292,Papua New Guinea,Papua New Guinea
KKE,Kerikeri Airport ,-35.258451,173.907744,New Zealand,New Zealand
KKG,Konawaruk,5.216667,-59,Guyana,Guyana
KKH,Kongiganak,59.959507,-162.881729,United States,United States
KKI,Akiachak,,,United States,United States
KKJ,Kita Kyushu,33.835556,130.946671,Japan,Japan
KKK,Kalakaket Creek,41.303227,-88.141873,United States,United States
KKM,Lop Buri,14.878333,100.66333,Thailand,Thailand
KKN,Hoeybuktmoen ,69.723621,29.887956,Norway,Norway
KKO,Kaikohe,-35.453549,173.814961,New Zealand,New Zealand
KKP,Koolburra,-15.583333,143.95,Australia,Australia
KKR,Kaukura Atoll,,,French Polynesia,French Polynesia
KKT,Kentland,40.759206,-87.429614,United States,United States
KKU,Ekuk,58.811192,-158.558838,United States,United States
KKW,Kikwit,-5.031111,18.788055,Democratic Republic of Congo,Democratic Republic of Congo
KKX,Kikaiga Shima,,,Japan,Japan
KKY,Kilkenny,52.65,-7.25,Ireland,Ireland
KKZ,Koh Kong,11.636856,102.976075,Cambodia,Cambodia
KLB,Kalabo,-14.9975,22.647499,Zambia,Zambia
KLC,Kaolack,14.146944,-16.051666,Senegal,Senegal
KLE,Kaele,10.1,14.45,Cameroon,Cameroon
KLF,Kaluga,,,Russian Federation,Russian Federation
KLG,Kalskag Airport,61.536274,-160.341324,United States,United States
KLH,Kolhapur,16.664654,74.287864,India,India
KLI,Kotakoli,4.1581,21.6672,Democratic Republic of Congo,Democratic Republic of Congo
KLJ,Klaipeda,,,Lithuania,Lithuania
KLK,Kalokol,3.516667,35.833333,Kenya,Kenya
KLL,Levelock,59.118164,-156.865219,United States,United States
KLN,Larsen Bay,,,United States,United States
KLO,Kalibo Airport ,11.681389,122.378052,Philippines,Philippines
KLP,Kelp Bay,57.558333,-134.866667,United States,United States
KLQ,Keluang,-2.6,103.95,Indonesia,Indonesia
KLR,Kalmar Airport ,56.687969,16.284196,Sweden,Sweden
KLS,Kelso Longview,46.117774,-122.898044,United States,United States
KLU,Klagenfurt Airport ,46.639721,14.3425,Austria,Austria
KLV,Karlovy Vary,50.203888,12.916389,Czech Republic,Czech Republic
KLW,"Klawock, AK",55.576093,-133.065454,United States,United States
KLX,Kalamata Airport ,37.055192,22.033484,Greece,Greece
KLY,Kalima,-2.583333,26.733333,Democratic Republic of Congo,Democratic Republic of Congo
KLZ,Kleinsee,-29.691444,17.094084,South Africa,South Africa
KMA,Kerema,-7.964722,145.767502,Papua New Guinea,Papua New Guinea
KMB,Koinambe,-5.5,144.633333,Papua New Guinea,Papua New Guinea
KMC,Mc Cord,37.291714,-75.957423,United States,United States
KMD,Mandji,-1.666667,10.416667,Gabon,Gabon
KME,Kamembe,-2.4736,28.9219,Rwanda,Rwanda
KMF,Kamina,-7.25,145.533333,Papua New Guinea,Papua New Guinea
KMG,Kunming Airport ,,,China,China
KMH,Kuruman,-27.456667,23.411388,South Africa,South Africa
KMI,Miyazaki Airport ,31.872924,131.44118,Japan,Japan
KMJ,Kumamoto Airport ,32.834387,130.857745,Japan,Japan
KMK,Makabana,,,Republic of  Congo,Republic of  Congo
KML,Kamileroi,-19.5,140.083333,Australia,Australia
KMM,Kimam,-7.966667,138.9,Indonesia,Indonesia
KMN,Kamina,-8.642222,25.253611,Democratic Republic of Congo,Democratic Republic of Congo
KMO,Manokotak SPB,17.992348,-66.042237,United States,United States
KMP,Keetmanshoop,-26.5397,18.1132,Namibia,Namibia
KMQ,Komatsu Airport ,36.401853,136.413555,Japan,Japan
KMR,Karimui,-6.5,144.833333,Papua New Guinea,Papua New Guinea
KMS,Kumasi,6.7174,-1.591975,Ghana,Ghana
KMT,Kampot,10.633333,104.166667,Cambodia,Cambodia
KMU,Kismayu,-0.38,42.471668,Somalia,Somalia
KMV,Kalemyo,23.18,94.05,Myanmar,Myanmar
KMW,Kostroma,,,Russian Federation,Russian Federation
KMX,Khamis Mushait,18.30814,42.805637,Saudi Arabia,Saudi Arabia
KMY,Moser Bay,57.023968,-154.140533,United States,United States
KMZ,Kaoma,-14.8,24.783333,Zambia,Zambia
KNB,Kanab,37.0103,-112.530602,United States,United States
KND,Kindu,-2.92075,25.915138,Democratic Republic of Congo,Democratic Republic of Congo
KNE,Kanainj,64.124495,11.610832,Papua New Guinea,Papua New Guinea
KNF,Marham Airfield RAF,19.095021,73.010389,United Kingdom,United Kingdom
KNG,Kaimana,-3.64518,133.705487,Indonesia,Indonesia
KNH,Kinmen Shang Yi,44.001227,-71.566171,Taiwan,Taiwan
KNI,Katanning,56.430338,10.710012,Australia,Australia
KNJ,Kindamba,-3.950098,14.518068,Republic of  Congo,Republic of  Congo
KNK,Kakhonak,28.002735,-82.381151,United States,United States
KNL,Kelanoa,-6.004648,147.49503,Papua New Guinea,Papua New Guinea
KNM,Kaniama,-7.583333,24.15,Democratic Republic of Congo,Democratic Republic of Congo
KNN,Kankan,10.4483,-9.2261,Guinea,Guinea
KNO,Knokke/Het Zoute,44.082669,-103.236529,Belgium,Belgium
KNP,Capanda,-9.766944,15.450278,Angola,Angola
KNQ,Kone,-21.054445,164.836945,New Caledonia,New Caledonia
KNR,Kangan Jam,,,Iran,Iran
KNS,King Island,-39.879741,143.881433,Australia,Australia
KNT,Kennett,36.230664,-90.036554,United States,United States
KNU,Kanpur,26.443935,80.363939,India,India
KNW,New Stuyahok Airport,59.449554,-157.327194,United States,United States
KNX,Kununurra,-15.775642,128.71472,Australia,Australia
KNZ,Kenieba,12.8333,-11.25,Mali,Mali
KOA,Keahole ,,,United States,United States
KOB,Koutaba,5,10,Cameroon,Cameroon
KOC,Koumac,40.4619,41.1079,New Caledonia,New Caledonia
KOD,Kotabangun,14.516903,75.446666,Indonesia,Indonesia
KOE,Eltari ,15.237732,-15.733325,Indonesia,Indonesia
KOF,Komatipoort,-25.4387,31.9457,South Africa,South Africa
KOG,Khong Khong Is.,47.443365,10.747036,Laos,Laos
KOH,Koolatah,45.030357,-77.437095,Australia,Australia
KOI,Orkney Island Airport ,8.040995,-11.0554,United Kingdom,United Kingdom
KOJ,Kagoshima Airport ,31.8011,130.716,Japan,Japan
KOK,Kruunupyy ,44.300385,-77.712604,Finland,Finland
KOL,Koumala,44.511444,-77.711574,Central African Republic,Central African Republic
KOM,Komo-Manda,9.566667,17.3,Papua New Guinea,Papua New Guinea
KON,Kontum,4.83048,11.06345,Vietnam,Vietnam
KOO,Kongolo,3.966667,9.633333,Democratic Republic of Congo,Democratic Republic of Congo
KOP,Nakhon Phanom,36.332882,51.857563,Thailand,Thailand
KOR,Kokoro,34.262543,66.053871,Papua New Guinea,Papua New Guinea
KOS,Kompong Som,36.795068,27.139341,Cambodia,Cambodia
KOT,Kotlik,,,United States,United States
KOU,Koulamoutou,8.348419,17.309879,Gabon,Gabon
KOV,Kokchetav,40.395175,-74.328386,Kazakhstan,Kazakhstan
KOW,Ganzhou,15.90034,-12.73007,China,China
KOX,Kokonao,-4.533333,136.55,Indonesia,Indonesia
KOY,Olga Bay,-5.733333,18.966667,United States,United States
KOZ,Ouzinkie,53.26453,38.453331,United States,United States
KPA,Kopiago,5.266667,11.466667,Papua New Guinea,Papua New Guinea
KPB,Point Baker,,,United States,United States
KPC,Port Clarence,65.253609,-166.858612,United States,United States
KPD,King Of Prussia,,,United States,United States
KPE,Yapsiei,-4.633333,141.1,Papua New Guinea,Papua New Guinea
KPG,Kurupung,6.466667,-59.166667,Guyana,Guyana
KPH,Pauloff Harbor,54.452671,-162.693268,United States,United States
KPI,Kapit,2,112.916667,Malaysia,Malaysia
KPK,Parks,,,United States,United States
KPM,Kompiam,-5.333333,143.916667,Papua New Guinea,Papua New Guinea
KPN,Kipnuk SPB,47.375895,-122.745944,United States,United States
KPO,Pohang Airport ,10.366667,-2.966667,South Korea,South Korea
KPP,Kalpowar,-14.88819,144.219497,Australia,Australia
KPR,Port Williams,58.488464,-152.584686,United States,United States
KPS,Kempsey,-31.076666,152.789719,Australia,Australia
KPT,Jackpot,41.976021,-114.658089,United States,United States
KPV,Perryville SPB,,,United States,United States
KPY,Port Bailey,57.929507,-153.039705,United States,United States
KQA,Akutan Airport ,54.132828,-165.777786,United States,United States
KQL,Kol,-5.666667,144.8,Papua New Guinea,Papua New Guinea
KRA,Kerang,7.173453,1.164703,Australia,Australia
KRB,Karumba,-17.5,140.866667,Australia,Australia
KRC,Kerinci,49.194916,14.248458,Indonesia,Indonesia
KRD,Kurundi,-20.5,134.633333,Australia,Australia
KRE,Kirundo,-2.5423,30.087,Burundi,Burundi
KRF,Kramfors Airport ,39.617794,19.919621,Sweden,Sweden
KRG,Karasabai,4.016667,-59.516667,Guyana,Guyana
KRH,Redhill Aerodrome,,,United Kingdom,United Kingdom
KRI,Kikori,-7.483333,144.05,Papua New Guinea,Papua New Guinea
KRJ,Karawari,-8.75,147.497222,Papua New Guinea,Papua New Guinea
KRK,J. Paul II Balice Intl ,50.077221,19.785,Poland,Poland
KRL,Korla,55.731232,37.612851,China,China
KRM,Karanambo,3.75,-59.316667,Guyana,Guyana
KRN,Kiruna Airport ,67.822182,20.342336,Sweden,Sweden
KRO,Kurgan,59.24721,5.461673,Russian Federation,Russian Federation
KRP,Karup Airport ,56.303425,9.100154,Denmark,Denmark
KRQ,Kramatorsk,,,Ukraine,Ukraine
KRR,Krasnodar Airport ,35.907757,127.766922,Russian Federation,Russian Federation
KRS,Kjevik ,58.204226,8.083909,Norway,Norway
KRT,Civil Airport ,15.6,32.55,Sudan,Sudan
KRU,Kerau,-8.3,147.083333,Papua New Guinea,Papua New Guinea
KRV,Kerio Valley,2.983333,36.116667,Kenya,Kenya
KRW,Krasnovodsk,40.06591,53.0187,Turkmenistan,Turkmenistan
KRX,Kar Kar,-4.833333,145.666667,Papua New Guinea,Papua New Guinea
KRY,Karamay,45.572552,84.88913,China,China
KRZ,Kiri,-1.45,19,Democratic Republic of Congo,Democratic Republic of Congo
KSA,Kosrae Airport ,5.350278,162.975555,United States Minor Outlying Islands,United States Minor Outlying Islands
KSB,Kasanombe,-6.383333,147.016667,Papua New Guinea,Papua New Guinea
KSC,Barca ,48.665113,21.241462,Slovakia,Slovakia
KSD,Karlstad Airport ,59.361111,13.468056,Sweden,Sweden
KSE,Kasese,0.166667,30.1,Uganda,Uganda
KSF,Kassel,51.407306,9.378004,Germany,Germany
KSG,Kisengan,-6.36249,146.7083,Papua New Guinea,Papua New Guinea
KSH,Kermanshah,34.3333,47.15,Iran,Iran
KSI,Kissidougou,9.166667,-10.116667,Guinea,Guinea
KSJ,Kasos Island,50.867599,4.362249,Greece,Greece
KSK,Karlskoga,59.346019,14.495968,Sweden,Sweden
KSL,Kassala,15.385,36.327499,Sudan,Sudan
KSM,St Mary's Airport,,,United States,United States
KSN,Kostanai,53.229721,63.60384,Kazakhstan,Kazakhstan
KSO,Kastoria Aristotlis,40.451668,21.272778,Greece,Greece
KSP,Kosipe,34.294834,132.545329,Papua New Guinea,Papua New Guinea
KSQ,Karshi,38.802502,65.773056,Uzbekistan,Uzbekistan
KSR,Sandy River Airport,17.739715,83.313103,United States,United States
KSS,Sikasso,11.597836,-5.798053,Mali,Mali
KST,Kosti,32.422349,-99.807431,Sudan,Sudan
KSU,Kvernberget ,63.112033,7.824927,Norway,Norway
KSV,Springvale Kvernbergt,-23.666667,140.75,Australia,Australia
KSX,Yasuru,-6.6,146.183333,Papua New Guinea,Papua New Guinea
KSY,Kars Airport ,40.58284,43.067501,Turkey,Turkey
KSZ,Kotlas,,,Russian Federation,Russian Federation
KTA,Karratha Airport ,-20.710848,116.775823,Australia,Australia
KTB,Thorne Bay Airport,55.685226,-132.53981,United States,United States
KTC,Katiola,8.133333,-5.1,Ivory Coast,Ivory Coast
KTD,Kita-Daito,25.944817,131.325514,Japan,Japan
KTE,Kerteh,4.5375,103.426941,Malaysia,Malaysia
KTF,Takaka,-40.85,172.8,New Zealand,New Zealand
KTG,Ketapang,-6.89999,113.28,Indonesia,Indonesia
KTH,Tikchik Spb,60.116667,-158.583333,United States,United States
KTI,Kratie,47.460028,19.026067,Cambodia,Cambodia
KTK,Kanua,,,Papua New Guinea,Papua New Guinea
KTL,Kitale,0.9669,34.9453,Kenya,Kenya
KTM,Tribhuvan ,27.7,85.3666,Nepal,Nepal
KTN,Ketchikan International Airport ,55.35557,-131.71374,United States,United States
KTO,Kato,4.65,-59.816667,Guyana,Guyana
KTP,Tinson ,,,Jamaica,Jamaica
KTQ,Kitee,62.167221,30.0725,Finland,Finland
KTR,Katherine,-14.521828,132.378365,Australia,Australia
KTS,Brevig Mission,65.33136,-166.463165,United States,United States
KTT,Kittila Airport ,67.702248,24.849861,Finland,Finland
KTU,Kota,40.995674,39.77027,India,India
KTV,Kamarata,5.75,-62.416667,Venezuela,Venezuela
KTW,Pyrzowice ,50.47361,19.080555,Poland,Poland
KTX,Koutiala,12.383333,-5.466667,Mali,Mali
KTY,Terror Bay,,,United States,United States
KUA,"Kuantan, Pahang",3.780664,103.214626,Malaysia,Malaysia
KUB,Kuala Belait,47.680947,15.880049,Brunei,Brunei
KUC,Kuria,40.162727,19.833606,Kiribati,Kiribati
KUD,Kudat,6.916667,116.833333,Malaysia,Malaysia
KUE,Kukundu,7.050983,-9.468056,Solomon Islands,Solomon Islands
KUF,Samara Airport ,,,Russian Federation,Russian Federation
KUG,Kubin Island,-10.236996,142.219657,Australia,Australia
KUH,Kushiro,,,Japan,Japan
KUI,Kawau Island,-8.423083,124.558998,New Zealand,New Zealand
KUJ,Kushimoto-Katsuura,33.439747,135.786717,Japan,Japan
KUK,Kasigluk,60.872021,-162.524811,United States,United States
KUL,Kuala Lumpur Airport ,2.75414,101.70461,Malaysia,Malaysia
KUM,Yaku Shima,30.383226,130.659192,Japan,Japan
KUN,Kaunas,54.966982,24.071181,Lithuania,Lithuania
KUO,Kuopio Airport ,63.006443,27.797002,Finland,Finland
KUP,Kupiano,47.247326,17.467012,Papua New Guinea,Papua New Guinea
KUQ,Kuri,-7.133333,143.266667,Papua New Guinea,Papua New Guinea
KUR,Kuran O Munjan,38.746044,46.952717,Afghanistan,Afghanistan
KUS,Kulusuk,,,Greenland,Greenland
KUT,Kutaisi,42.180309,42.491001,Georgia,Georgia
KUU,Kulu Bhuntar,31.874722,77.154167,India,India
KUV,Kunsan,35.9,126.6166,South Korea,South Korea
KUW,Kamusi,,,Papua New Guinea,Papua New Guinea
KUY,Uyak,32.742932,-94.691713,United States,United States
KVA,Megas Alexandros Apt. ,40.914806,24.619112,Greece,Greece
KVB,Skovde,58.456175,13.967915,Sweden,Sweden
KVC,King Cove Airport ,55.116348,-162.26622,United States,United States
KVD,Gyandzha,40.742981,46.323002,Azerbaijan,Azerbaijan
KVG,Kavieng,-2.58329,150.8083,Papua New Guinea,Papua New Guinea
KVK,Kirovsk,50.886117,4.476939,Russian Federation,Russian Federation
KVL,Kivalina Airport,,,United States,United States
KVU,Korolevu,-18.212136,177.739032,Fiji,Fiji
KVX,Kirov,,,Russian Federation,Russian Federation
KWA,Kwajalein Airport ,8.714028,167.728027,Marshall Islands,Marshall Islands
KWE,Guiyang Airport ,,,China,China
KWF,Waterfall,55.289921,-133.232651,United States,United States
KWG,Krivoy Rog,48.044193,33.208084,Ukraine,Ukraine
KWH,Khwahan,37.883333,70.2,Afghanistan,Afghanistan
KWI,Kuwait International Airport ,29.23635,47.9744,Kuwait,Kuwait
KWJ,Kwangju,35.1166,126.8166,South Korea,South Korea
KWK,Kwigillingok Airport,59.850446,-163.135001,United States,United States
KWL,Guilin Airport ,,,China,China
KWM,Kowanyama,-15.48413,141.750553,Australia,Australia
KWN,Kwinhagak,,,United States,United States
KWO,Kawito,-7.986314,142.818583,Papua New Guinea,Papua New Guinea
KWP,West Point,57.776512,-153.553314,United States,United States
KWR,Kwai Harbour,-8.566667,160.733333,Solomon Islands,Solomon Islands
KWT,Kwethluk Airport,60.804253,-161.445343,United States,United States
KWV,Kurwina,-6.183333,155.333333,Papua New Guinea,Papua New Guinea
KWX,Kiwai Island,-8.501589,143.415953,Papua New Guinea,Papua New Guinea
KWY,Kiwayu,-2.01602,41.263959,Kenya,Kenya
KWZ,Kolwezi,-10.768333,25.506666,Democratic Republic of Congo,Democratic Republic of Congo
KXA,Kasaan,55.529903,-132.401276,United States,United States
KXE,Klerksdorp,-26.86784,26.71477,South Africa,South Africa
KXF,Koro,-17.316667,179.383333,Fiji,Fiji
KXK,Komsomolsk Na Amure,,,Russian Federation,Russian Federation
KXR,Karoola,-5.283333,154.6,Papua New Guinea,Papua New Guinea
KYA,Konya Airport ,37.977617,32.560368,Turkey,Turkey
KYD,Orchid Island,45.871414,-111.534772,Taiwan,Taiwan
KYE,Tripoli Kleyate,12.783333,98.733333,Lebanon,Lebanon
KYF,Yeelirrie,-27.277778,120.075,Australia,Australia
KYI,Yalata Mission,-31.483333,131.866667,Australia,Australia
KYK,Karluk,57.56542,-154.45344,United States,United States
KYL,Key Largo Port Largo,52.973418,5.803142,United States,United States
KYN,Milton Keynes,57.7915,58.51041,United Kingdom,United Kingdom
KYO,Tampa Topp Of Tampa,28.221525,-82.374909,United States,United States
KYP,Kyaukpyu,19.428333,93.53167,Myanmar,Myanmar
KYS,Kayes,14.481233,-11.404397,Mali,Mali
KYT,Kyauktaw,21.4,94.133333,Myanmar,Myanmar
KYU,Koyukuk,64.880798,-157.714346,United States,United States
KYX,Yalumet,-6.133333,146.6,Papua New Guinea,Papua New Guinea
KYZ,Kyzyl,,,Russian Federation,Russian Federation
KZB,Zachar Bay,57.553001,-153.746052,United States,United States
KZC,Kompong-Chhnang,12.233333,104.666667,Cambodia,Cambodia
KZD,Krakor,12.5333,104.15,Cambodia,Cambodia
KZF,Kaintiba,,,Papua New Guinea,Papua New Guinea
KZH,Kizhuyak,57.583333,-153.15,United States,United States
KZI,Kozani Philippos,40.285057,21.840166,Greece,Greece
KZK,Kompong Thom,,,Cambodia,Cambodia
KZN,Kazan Airport ,,,Russian Federation,Russian Federation
KZO,Kzyl-Orda,,,Kazakhstan,Kazakhstan
KZS,Kastelorizo,36.131215,29.571039,Greece,Greece
Kll,Levelock Airport,59.1153662,-156.8613363,United States,United States
LAA,Lamar,38.066734,-102.683584,United States,United States
LAB,Lablab,,,Papua New Guinea,Papua New Guinea
LAC,Pulau Layang-Layang Layang,13.766545,14.729583,Malaysia,Malaysia
LAD,4 de Fevereiro ,-8.85,13.2333,Angola,Angola
LAE,Lae,-6.72367,146.990906,Papua New Guinea,Papua New Guinea
LAF,Lafayette-IN,40.412319,-86.9369,United States,United States
LAG,La Guaira,46.808995,9.382541,Venezuela,Venezuela
LAH,Labuha,-36.128411,142.420452,Indonesia,Indonesia
LAI,Servel ,45.915362,6.862774,France,France
LAJ,Lages,36.902107,45.766533,Brazil,Brazil
LAK,Aklavik,48.34508,20.870875,Canada,Canada
LAL,Lakeland,27.990687,-82.014761,United States,United States
LAM,Los Alamos,49.198876,13.048572,United States,United States
LAN,Capital City ,42.778699,-84.58736,United States,United States
LAO,Laoag Airport ,18.1833,120.5333,Philippines,Philippines
LAP,General Manuel Marquez de Leon International Airport ,24.072201,-110.3625,Mexico,Mexico
LAQ,Beida Labraq,32.788666,21.964333,Libya,Libya
LAR,General Brees Field ,41.311867,-105.675066,United States,United States
LAS,Las Vegas McCarran Intl Airport ,36.08685,-115.14594,United States,United States
LAU,Lamu,-2.243055,40.919666,Kenya,Kenya
LAV,Lalomalava Airport ,-13.916667,-172,Samoa,Samoa
LAW,Lawton Municipal ,34.567719,-98.416631,United States,United States
LAX,"Los Angeles Airport, El Segundo ",33.944065,-118.408294,United States,United States
LAY,Ladysmith,45.956013,4.220314,South Africa,South Africa
LAZ,Bom Jesus Da Lapa,48.1371,-3.837532,Brazil,Brazil
LBA,Leeds-Bradford ,53.869197,-1.6598,United Kingdom,United Kingdom
LBB,Lubbock International Airport ,33.663572,-101.822827,United States,United States
